MonthCount,MLD,IN_PH,IN_TSS,IN_COD,IN_BOD,IN_MPN,OUT_PH,OUT_DO,OUT_TSS,OUT_COD,OUT_BOD,OUT_MPN
1.0,0.743787872625971,0.5064935064935063,0.40939597315436244,0.45722713864306785,0.6296296296296297,0.4747474747474749,0.5624999999999994,0.846153846153846,0.4117647058823529,0.8,1.0,0.6268656716417912
1.0,0.5892472243686201,0.4415584415584416,0.36577181208053694,0.41002949852507375,0.6296296296296297,0.6144781144781146,0.6406249999999991,0.9230769230769234,0.23529411764705882,0.4,0.6,0.5721393034825872
1.0,0.8291919150839806,0.3896103896103896,0.3389261744966443,0.3392330383480826,0.5555555555555556,0.6026936026936028,0.6718749999999999,0.7692307692307694,0.23529411764705882,0.6,0.8,0.36815920398009944
1.0,0.8861279433893204,0.5064935064935063,0.40268456375838924,0.4336283185840708,0.5185185185185185,0.3535353535353536,0.5781249999999991,0.846153846153846,0.4117647058823529,0.2,0.5,0.3980099502487562
1.0,0.9023953800479889,0.5714285714285711,0.3624161073825503,0.41002949852507375,0.48148148148148145,0.4427609427609428,0.7187500000000003,0.6923076923076926,0.5882352941176471,0.4,0.7,0.6119402985074626
1.0,0.8657936475659848,0.4935064935064936,0.31208053691275167,0.3392330383480826,0.6666666666666666,0.5437710437710438,0.4843749999999996,0.9230769230769234,0.17647058823529413,0.6,0.9,0.36815920398009955
1.0,0.776322745943308,0.42857142857142777,0.41946308724832215,0.4336283185840708,0.6518518518518519,0.48148148148148145,0.5468749999999997,0.7692307692307694,0.7058823529411765,0.5,0.6,0.5099502487562189
1.0,0.808857619260645,0.5324675324675318,0.3691275167785235,0.3864306784660767,0.5555555555555556,0.7020202020202022,0.6249999999999994,0.846153846153846,0.5294117647058824,0.7,0.8,0.5074626865671642
1.0,0.8779942250599861,0.4805194805194798,0.39932885906040266,0.45722713864306785,0.6296296296296297,0.39225589225589225,0.515624999999999,0.6153846153846153,0.11764705882352941,0.4,0.6,0.6293532338308458
1.0,0.8942616617186547,0.5714285714285711,0.3187919463087248,0.41002949852507375,0.6148148148148148,0.3299663299663299,0.7031249999999992,0.846153846153846,0.29411764705882354,0.3,0.9,0.5796019900497513
1.0,0.9186628167066575,0.5064935064935063,0.2953020134228188,0.44542772861356933,0.6666666666666666,0.3299663299663299,0.7656249999999993,1.0,0.5882352941176471,0.6,0.7,0.5124378109452737
1.0,0.9023953800479889,0.4675324675324671,0.3389261744966443,0.36283185840707965,0.5185185185185185,0.526936026936027,0.6562500000000002,0.7692307692307694,0.8235294117647058,0.2,0.6,0.3059701492537313
1.0,0.6746512668266298,0.3896103896103896,0.24161073825503357,0.31563421828908556,0.5555555555555556,0.4427609427609428,0.5624999999999994,0.6923076923076926,0.058823529411764705,0.0,1.0,0.5199004975124379
1.0,0.7519215909553052,0.4415584415584416,0.37583892617449666,0.41002949852507375,0.6296296296296297,0.3973063973063972,0.53125,0.846153846153846,0.29411764705882354,0.4,0.7,0.5422885572139304
1.0,0.8291919150839806,0.4025974025974023,0.4395973154362416,0.39823008849557523,0.5925925925925926,0.526936026936027,0.5468749999999997,0.9230769230769234,0.47058823529411764,0.6,0.6,0.7189054726368158
1.0,0.7397210134613038,0.4805194805194798,0.4429530201342282,0.45722713864306785,0.5185185185185185,0.6548821548821551,0.6249999999999994,1.0,0.8235294117647058,0.8,0.9,0.7238805970149254
1.0,0.8047907600959779,0.363636363636363,0.28859060402684567,0.3746312684365782,0.5407407407407407,0.511784511784512,0.5781249999999991,0.6923076923076926,0.23529411764705882,0.2,0.6,0.3781094527363183
1.0,0.7844564642726423,0.4415584415584416,0.44966442953020136,0.4336283185840708,0.5925925925925926,0.526936026936027,0.6406249999999991,0.846153846153846,0.35294117647058826,0.4,0.8,0.5024875621890547
1.0,0.7722558867786409,0.5454545454545456,0.3422818791946309,0.41002949852507375,0.5555555555555556,0.6851851851851852,0.515624999999999,0.6153846153846153,0.7058823529411765,0.7,0.7,0.6467661691542288
1.0,0.7681890276139738,0.4545454545454543,0.42953020134228187,0.4808259587020649,0.6148148148148148,0.5437710437710438,0.6093749999999998,0.7692307692307694,0.47058823529411764,0.3,0.9,0.5447761194029851
1.0,0.869860506730652,0.5064935064935063,0.40268456375838924,0.45722713864306785,0.6296296296296297,0.39225589225589225,0.6562500000000002,0.9230769230769234,0.6470588235294118,0.8,0.5,0.5298507462686567
1.0,0.808857619260645,0.3896103896103896,0.31543624161073824,0.3864306784660767,0.5555555555555556,0.526936026936027,0.5624999999999994,0.6923076923076926,0.7647058823529411,0.6,0.8,0.6343283582089552
1.0,0.8251250559193135,0.4805194805194798,0.3926174496644295,0.41002949852507375,0.6296296296296297,0.4848484848484848,0.734375,1.0,0.47058823529411764,0.4,0.7,0.626865671641791
1.0,0.7193867176379682,0.5584415584415584,0.2684563758389262,0.36283185840707965,0.5185185185185185,0.38720538720538733,0.6562500000000002,0.6923076923076926,0.29411764705882354,0.7,0.9,0.5771144278606966
1.0,0.8169913375899792,0.4545454545454543,0.37919463087248323,0.4336283185840708,0.5925925925925926,0.38215488215488236,0.6093749999999998,0.5384615384615387,0.17647058823529413,0.2,1.0,0.564676616915423
1.0,0.6705844076619627,0.363636363636363,0.4597315436241611,0.504424778761062,0.7037037037037037,0.3350168350168352,0.5781249999999991,0.7692307692307694,0.8235294117647058,0.6,0.7,0.7114427860696518
1.0,0.6014478018626215,0.4805194805194798,0.412751677852349,0.4808259587020649,0.6666666666666666,0.4326599326599327,0.515624999999999,0.6153846153846153,0.5882352941176471,0.3,0.6,0.5
1.0,0.678718125991297,0.4935064935064936,0.3926174496644295,0.45722713864306785,0.5555555555555556,0.5690235690235691,0.5468749999999997,0.5384615384615387,0.4117647058823529,0.6,0.9,0.554726368159204
1.0,0.841392492577982,0.4545454545454543,0.3221476510067114,0.41002949852507375,0.6148148148148148,0.42929292929292917,0.6718749999999999,0.7692307692307694,0.23529411764705882,0.4,0.5,0.5422885572139304
1.0,0.715319858473301,0.363636363636363,0.31208053691275167,0.3746312684365782,0.5185185185185185,0.45117845117845123,0.4531249999999989,0.6923076923076926,0.11764705882352941,0.3,0.6,0.5746268656716419
2.0,0.6909187034852983,0.41558441558441506,0.36577181208053694,0.4336283185840708,0.5555555555555556,0.4208754208754209,0.7031249999999992,0.7692307692307694,0.4117647058823529,0.6,0.8,0.4601990049751244
2.0,0.711252999308634,0.4675324675324671,0.33221476510067116,0.45722713864306785,0.6518518518518519,0.3771043771043773,0.6249999999999994,0.6153846153846153,0.5882352941176471,0.2,0.7,0.6044776119402986
2.0,0.7641221684493066,0.5194805194805191,0.2684563758389262,0.41002949852507375,0.5555555555555556,0.5707070707070706,0.734375,0.9230769230769234,0.17647058823529413,0.0,0.8,0.4651741293532337
2.0,0.7519215909553052,0.4415584415584416,0.2516778523489933,0.36283185840707965,0.5925925925925926,0.5134680134680136,0.6249999999999994,0.846153846153846,0.47058823529411764,0.4,1.0,0.5074626865671642
2.0,0.7844564642726423,0.41558441558441506,0.3053691275167785,0.41002949852507375,0.6518518518518519,0.4478114478114477,0.53125,0.6923076923076926,0.17647058823529413,0.2,0.6,0.4651741293532337
2.0,0.8210581967546464,0.5194805194805191,0.3422818791946309,0.4336283185840708,0.5925925925925926,0.49831649831649844,0.6093749999999998,0.7692307692307694,0.5882352941176471,0.7,0.8,0.5074626865671642
2.0,0.8169913375899792,0.4805194805194798,0.45302013422818793,0.3864306784660767,0.5555555555555556,0.558922558922559,0.5468749999999997,0.6153846153846153,0.5294117647058824,0.3,0.6,0.5099502487562189
2.0,0.8007239009313107,0.6493506493506497,0.348993288590604,0.45722713864306785,0.7037037037037037,0.32154882154882164,0.7656249999999993,0.7692307692307694,0.7058823529411765,0.4,0.8,0.49502487562189046
2.0,0.7722558867786409,0.5714285714285711,0.40268456375838924,0.4336283185840708,0.6296296296296297,0.4814814814814816,0.5781249999999991,0.5384615384615387,0.5882352941176471,0.6,1.0,0.5970149253731342
2.0,0.8373256334133149,0.5324675324675318,0.47315436241610737,0.45722713864306785,0.6518518518518519,0.40909090909090906,0.734375,0.7692307692307694,0.29411764705882354,0.2,0.8,0.5646766169154228
2.0,0.7844564642726423,0.5454545454545456,0.4429530201342282,0.41002949852507375,0.5555555555555556,0.526936026936027,0.7031249999999992,0.846153846153846,0.6470588235294118,0.6,0.6,0.5248756218905473
2.0,0.8007239009313107,0.4935064935064936,0.3389261744966443,0.35103244837758113,0.5037037037037037,0.6683501683501685,0.734375,1.0,0.35294117647058826,0.5,0.7,0.599502487562189
2.0,0.7031192809792997,0.4025974025974023,0.3959731543624161,0.41002949852507375,0.5777777777777777,0.521885521885522,0.5937500000000001,0.6923076923076926,0.6470588235294118,0.4,0.5,0.4651741293532337
2.0,0.7397210134613038,0.4675324675324671,0.3624161073825503,0.3392330383480826,0.48148148148148145,0.44444444444444453,0.6562500000000002,0.846153846153846,0.8235294117647058,0.7,0.8,0.5572139303482586
2.0,0.9186628167066575,0.37662337662337575,0.33557046979865773,0.36283185840707965,0.5185185185185185,0.44612794612794615,0.6874999999999996,0.9230769230769234,0.47058823529411764,0.2,0.6,0.482587064676617
2.0,0.776322745943308,0.35064935064935027,0.3053691275167785,0.36283185840707965,0.5555555555555556,0.638047138047138,0.6249999999999994,0.7692307692307694,0.35294117647058826,0.6,0.7,0.4154228855721394
2.0,0.808857619260645,0.41558441558441506,0.37919463087248323,0.4336283185840708,0.6518518518518519,0.3821548821548822,0.6406249999999991,0.6153846153846153,0.8235294117647058,0.1,0.9,0.4875621890547263
2.0,0.8169913375899792,0.4675324675324671,0.33221476510067116,0.41002949852507375,0.6148148148148148,0.5151515151515151,0.734375,0.846153846153846,0.5882352941176471,0.5,0.8,0.6069651741293532
2.0,0.8332587742486478,0.4675324675324671,0.3859060402684564,0.4336283185840708,0.6148148148148148,0.3821548821548822,0.6874999999999996,0.6923076923076926,0.47058823529411764,0.4,0.6,0.6517412935323383
2.0,0.8617267884013177,0.5324675324675318,0.40939597315436244,0.45722713864306785,0.5555555555555556,0.4124579124579126,0.5781249999999991,0.6153846153846153,0.35294117647058826,0.3,0.8,0.6442786069651741
2.0,0.8901948025539875,0.4805194805194798,0.42953020134228187,0.39823008849557523,0.4666666666666667,0.5437710437710438,0.6249999999999994,0.7692307692307694,0.23529411764705882,0.6,1.0,0.4751243781094528
2.0,0.869860506730652,0.363636363636363,0.3624161073825503,0.4808259587020649,0.5555555555555556,0.36363636363636365,0.5468749999999997,0.5384615384615387,0.4117647058823529,0.2,0.7,0.29850746268656697
2.0,0.776322745943308,0.4415584415584416,0.42953020134228187,0.4336283185840708,0.6148148148148148,0.48148148148148145,0.5937500000000001,0.6923076923076926,0.7058823529411765,0.7,0.8,0.6417910447761195
2.0,0.869860506730652,0.5454545454545456,0.3926174496644295,0.36283185840707965,0.5555555555555556,0.638047138047138,0.734375,0.846153846153846,0.47058823529411764,0.4,0.9,0.5074626865671642
2.0,0.8820610842246533,0.4545454545454543,0.35570469798657717,0.41002949852507375,0.5185185185185185,0.44612794612794615,0.6562500000000002,0.6153846153846153,0.29411764705882354,0.6,0.6,0.5149253731343284
2.0,0.869860506730652,0.5194805194805191,0.3053691275167785,0.3392330383480826,0.5555555555555556,0.5572390572390572,0.7656249999999993,0.9230769230769234,0.8823529411764706,0.8,0.8,0.691542288557214
2.0,0.8901948025539875,0.29870129870129825,0.3053691275167785,0.3864306784660767,0.48148148148148145,0.4427609427609428,0.6406249999999991,0.7692307692307694,0.29411764705882354,0.2,0.5,0.31094527363184093
2.0,0.9145959575419903,0.3896103896103896,0.3926174496644295,0.41002949852507375,0.5777777777777777,0.3754208754208755,0.7187500000000003,0.846153846153846,0.5294117647058824,0.6,0.9,0.6119402985074628
2.0,0.8901948025539875,0.41558441558441506,0.3691275167785235,0.45722713864306785,0.6296296296296297,0.3451178451178451,0.6874999999999996,0.6923076923076926,0.4117647058823529,0.7,0.6,0.6169154228855719
2.0,0.9023953800479889,0.363636363636363,0.41946308724832215,0.4336283185840708,0.5925925925925926,0.3804713804713804,0.5937500000000001,0.5384615384615387,0.23529411764705882,0.3,0.8,0.5970149253731344
2.0,0.7600553092846395,0.4805194805194798,0.33221476510067116,0.39823008849557523,0.6296296296296297,0.3905723905723907,0.734375,0.846153846153846,0.6470588235294118,0.5,0.7,0.5796019900497513
3.0,0.7885233234373094,0.5584415584415584,0.3926174496644295,0.4808259587020649,0.5555555555555556,0.4276094276094278,0.7656249999999993,0.6153846153846153,0.7647058823529411,0.6,0.9,0.63681592039801
3.0,0.8617267884013177,0.4675324675324671,0.3187919463087248,0.41002949852507375,0.48148148148148145,0.526936026936027,0.6562500000000002,0.7692307692307694,0.5882352941176471,0.8,0.6,0.619402985074627
3.0,0.7681890276139738,0.4415584415584416,0.4261744966442953,0.3864306784660767,0.5777777777777777,0.6531986531986533,0.6249999999999994,0.6153846153846153,0.8235294117647058,0.6,0.9,0.527363184079602
3.0,0.8291919150839806,0.3896103896103896,0.31543624161073824,0.3392330383480826,0.5407407407407407,0.6026936026936028,0.5781249999999991,0.7692307692307694,0.35294117647058826,0.4,0.7,0.5049751243781095
3.0,0.8373256334133149,0.4415584415584416,0.27181208053691275,0.36283185840707965,0.5925925925925926,0.44612794612794615,0.515624999999999,0.6923076923076926,0.7647058823529411,0.7,0.8,0.5970149253731344
3.0,0.743787872625971,0.363636363636363,0.3288590604026846,0.3864306784660767,0.5185185185185185,0.40740740740740744,0.6562500000000002,0.7692307692307694,0.7647058823529411,0.6,0.6,0.6144278606965174
3.0,0.8291919150839806,0.5324675324675318,0.35570469798657717,0.3392330383480826,0.48148148148148145,0.6851851851851852,0.7656249999999993,0.6923076923076926,0.4117647058823529,0.4,0.8,0.5174129353233831
3.0,0.7478547317906381,0.4025974025974023,0.38926174496644295,0.3864306784660767,0.48148148148148145,0.7626262626262627,0.6874999999999996,0.6153846153846153,0.5882352941176471,0.7,0.7,0.5472636815920398
3.0,0.8251250559193135,0.4805194805194798,0.3523489932885906,0.41002949852507375,0.5555555555555556,0.5925925925925926,0.5781249999999991,0.46153846153846134,0.8823529411764706,0.9,0.9,0.718905472636816
3.0,0.841392492577982,0.4415584415584416,0.4395973154362416,0.36283185840707965,0.5185185185185185,0.6700336700336701,0.6562500000000002,0.6923076923076926,0.6470588235294118,0.6,1.0,0.6840796019900498
3.0,0.7193867176379682,0.5454545454545456,0.3624161073825503,0.3392330383480826,0.4444444444444444,0.5656565656565657,0.5468749999999997,0.6153846153846153,0.35294117647058826,0.4,0.8,0.5024875621890547
3.0,0.8007239009313107,0.4545454545454543,0.40268456375838924,0.4336283185840708,0.6518518518518519,0.40235690235690236,0.6874999999999996,0.846153846153846,0.5882352941176471,0.8,0.7,0.619402985074627
3.0,0.7600553092846395,0.5064935064935063,0.3389261744966443,0.31563421828908556,0.6296296296296297,0.5808080808080809,0.6093749999999998,0.5384615384615387,0.5294117647058824,0.6,0.5,0.4601990049751242
3.0,0.6909187034852983,0.5454545454545456,0.3724832214765101,0.3864306784660767,0.5555555555555556,0.367003367003367,0.6562500000000002,0.6923076923076926,0.7058823529411765,0.4,0.9,0.5796019900497513
3.0,0.7844564642726423,0.4805194805194798,0.27181208053691275,0.36283185840707965,0.5185185185185185,0.3585858585858585,0.5468749999999997,0.46153846153846134,0.23529411764705882,0.2,0.7,0.3631840796019901
3.0,0.808857619260645,0.41558441558441506,0.31208053691275167,0.41002949852507375,0.5925925925925926,0.4309764309764311,0.6406249999999991,0.6153846153846153,0.47058823529411764,0.4,1.0,0.5074626865671642
3.0,0.8779942250599861,0.4545454545454543,0.3926174496644295,0.3864306784660767,0.5555555555555556,0.6195286195286196,0.6874999999999996,0.846153846153846,0.8235294117647058,0.8,0.6,0.5696517412935324
3.0,0.8535930700719834,0.3896103896103896,0.2953020134228188,0.3392330383480826,0.4444444444444444,0.5353535353535354,0.6562500000000002,0.7692307692307694,0.4117647058823529,0.5,0.6,0.5671641791044775
3.0,0.8779942250599861,0.4025974025974023,0.40604026845637586,0.3746312684365782,0.5185185185185185,0.638047138047138,0.5468749999999997,0.6153846153846153,0.6470588235294118,0.2,0.5,0.5771144278606966
3.0,0.8983285208833218,0.4805194805194798,0.3523489932885906,0.4336283185840708,0.5555555555555556,0.3585858585858585,0.515624999999999,0.46153846153846134,0.47058823529411764,0.6,0.7,0.7885572139303486
3.0,0.8332587742486478,0.37662337662337575,0.40939597315436244,0.3864306784660767,0.6296296296296297,0.5303030303030304,0.6406249999999991,0.6923076923076926,0.7647058823529411,0.8,0.9,0.6840796019900498
3.0,0.8861279433893204,0.4415584415584416,0.3288590604026846,0.45722713864306785,0.48148148148148145,0.36026936026936013,0.734375,0.9230769230769234,0.4117647058823529,0.7,0.6,0.6169154228855719
3.0,0.808857619260645,0.41558441558441506,0.34563758389261745,0.41002949852507375,0.4444444444444444,0.7356902356902358,0.6718749999999999,0.6153846153846153,0.29411764705882354,0.4,0.8,0.6417910447761195
3.0,0.873927365895319,0.5714285714285711,0.2684563758389262,0.3864306784660767,0.5555555555555556,0.3737373737373737,0.5624999999999994,0.3846153846153847,0.5882352941176471,0.6,1.0,0.5970149253731344
3.0,0.8047907600959779,0.5064935064935063,0.2516778523489933,0.36283185840707965,0.48148148148148145,0.4191919191919193,0.6249999999999994,0.6153846153846153,0.17647058823529413,0.1,0.7,0.45273631840796025
3.0,0.808857619260645,0.37662337662337575,0.348993288590604,0.4336283185840708,0.5925925925925926,0.49663299663299665,0.7031249999999992,0.7692307692307694,0.6470588235294118,0.5,0.6,0.49502487562189046
3.0,0.8251250559193135,0.42857142857142777,0.3691275167785235,0.41002949852507375,0.5555555555555556,0.4814814814814816,0.6406249999999991,0.5384615384615387,0.47058823529411764,0.6,0.9,0.554726368159204
3.0,0.7844564642726423,0.4805194805194798,0.4161073825503356,0.45722713864306785,0.6296296296296297,0.4814814814814816,0.734375,0.846153846153846,0.23529411764705882,0.2,0.8,0.5124378109452737
3.0,0.808857619260645,0.4025974025974023,0.32550335570469796,0.39823008849557523,0.5185185185185185,0.6060606060606062,0.6562500000000002,0.6923076923076926,0.4117647058823529,0.4,0.6,0.5248756218905473
4.0,0.4021717027939323,0.4545454545454543,0.3624161073825503,0.3864306784660767,0.5185185185185185,0.8754208754208753,0.6874999999999996,0.5384615384615387,0.5882352941176471,0.6,1.0,0.5970149253731342
4.0,0.7681890276139738,0.41558441558441506,0.40939597315436244,0.3392330383480826,0.4444444444444444,0.7457912457912459,0.6093749999999998,0.6923076923076926,0.7647058823529411,0.4,0.7,0.5572139303482586
4.0,0.8779942250599861,0.29870129870129825,0.41946308724832215,0.39823008849557523,0.5777777777777777,0.4478114478114477,0.6874999999999996,0.7692307692307694,0.5294117647058824,0.2,0.6,0.6691542288557216
4.0,0.5689129285452845,0.2727272727272728,0.40268456375838924,0.45722713864306785,0.5555555555555556,0.4865319865319866,0.515624999999999,0.46153846153846134,0.4117647058823529,0.6,0.9,0.554726368159204
4.0,0.9145959575419903,0.28571428571428553,0.4966442953020134,0.4336283185840708,0.5925925925925926,0.5235690235690235,0.5624999999999994,0.7692307692307694,0.7647058823529411,0.8,0.7,0.5696517412935324
4.0,0.9796657041766643,0.35064935064935027,0.4395973154362416,0.41002949852507375,0.6296296296296297,0.3956228956228956,0.6249999999999994,0.6923076923076926,0.5882352941176471,0.8,1.0,0.6641791044776121
4.0,0.8942616617186547,0.4415584415584416,0.3691275167785235,0.4808259587020649,0.5407407407407407,0.3451178451178451,0.6718749999999999,0.846153846153846,0.29411764705882354,0.4,0.8,0.6417910447761195
4.0,0.8210581967546464,0.5194805194805191,0.3859060402684564,0.4218289085545723,0.48148148148148145,0.5791245791245792,0.5781249999999991,0.5384615384615387,0.47058823529411764,0.4,0.6,0.5895522388059702
4.0,1.0,0.5454545454545456,0.34563758389261745,0.45722713864306785,0.5925925925925926,0.31818181818181807,0.7031249999999992,0.7692307692307694,0.5882352941176471,0.7,0.8,0.5074626865671642
4.0,0.8169913375899792,0.4675324675324671,0.5637583892617449,0.41002949852507375,0.6296296296296297,0.8383838383838383,0.5468749999999997,0.46153846153846134,0.4117647058823529,0.8,0.9,0.6268656716417912
4.0,0.4428402944406036,0.41558441558441506,0.46308724832214765,0.504424778761062,0.6666666666666666,0.526936026936027,0.6562500000000002,0.6923076923076926,0.29411764705882354,0.5,0.8,0.6940298507462687
4.0,0.9227296758713246,0.5194805194805191,0.5335570469798657,0.4808259587020649,0.5555555555555556,0.574074074074074,0.6874999999999996,0.7692307692307694,0.5294117647058824,0.4,0.6,0.5472636815920398
4.0,0.6949855626499655,0.4545454545454543,0.35906040268456374,0.41002949852507375,0.4444444444444444,0.4882154882154883,0.7499999999999997,0.846153846153846,0.8823529411764706,0.6,1.0,0.32587064676616917
4.0,0.7193867176379682,0.4025974025974023,0.45302013422818793,0.504424778761062,0.5925925925925926,0.7306397306397309,0.6718749999999999,0.7692307692307694,0.7058823529411765,0.8,0.9,0.6144278606965174
4.0,0.7478547317906381,0.4415584415584416,0.40604026845637586,0.4336283185840708,0.5185185185185185,0.4814814814814816,0.5781249999999991,0.6153846153846153,0.29411764705882354,0.3,0.7,0.5398009950248756
4.0,0.5404449143926147,0.37662337662337575,0.41946308724832215,0.41002949852507375,0.5555555555555556,0.5824915824915825,0.6249999999999994,0.6923076923076926,0.47058823529411764,0.4,0.8,0.599502487562189
